,price,year,origin,firstCirculationDate,technicalControl,firstHand,mileage,energy,gearbox,externalColor,doors,seats,length,trunkVolumeRange,consumption,co2
203,27950,2022,France,24/12/2022,Non requis,Non,75680,Electrique,Automatique,VERT INTERCOM,5.0,5.0,4.36,Grand coffre,,
204,26400,2023,Importé,24/05/2023,Non requis,Non,36854,Essence,Manuelle,gris,5.0,,,,,131.0
205,37470,2023,France,01/03/2023,Non requis,Oui,28,Diesel,Manuelle,Blanc,4.0,3.0,4.96,,7.3,189.0
206,21510,2022,France,05/05/2022,Non requis,Non,13407,Essence,Manuelle,gris,5.0,5.0,4.39,Grand coffre,5.8,131.0
207,20210,2020,France,20/01/2021,Non requis,Oui,98853,Diesel,Manuelle,blanc,5.0,2.0,4.4,,4.2,109.0
208,39420,2018,France,19/11/2018,Requis,Oui,62156,Essence,Automatique,gris,2.0,4.0,4.69,Moyen Coffre,6.1,162.0
209,38290,2020,France,16/02/2020,Non requis,Oui,86430,Diesel,Automatique,Blanc,5.0,5.0,4.74,Grand coffre,4.6,119.0
210,21710,2020,France,30/03/2020,Non requis,Non,120319,Diesel,Automatique,gris foncé metal,5.0,5.0,4.39,Moyen Coffre,4.1,109.0
211,27560,2023,Importé,11/04/2023,Non requis,Non,5311,Essence,Automatique,gris,5.0,,,,,135.0
212,24270,2018,France,24/04/2018,Requis,Non,158600,Diesel,Automatique,blanc verni,5.0,5.0,4.34,Moyen Coffre,4.4,124.0
213,29650,2022,France,04/02/2022,Non requis,Non,78430,Diesel,Automatique,rouge nacre,5.0,5.0,4.3,Moyen Coffre,4.8,125.0
214,21380,2023,France,23/01/2024,Non requis,Oui,11,Essence,Manuelle,gris,5.0,5.0,4.05,Moyen Coffre,5.1,116.0
215,52060,2022,France,17/09/2022,Non requis,Non,163680,Diesel,Automatique,gris foncé,5.0,5.0,4.68,Moyen Coffre,6.7,176.0
216,29400,2020,France,16/09/2020,Non requis,Non,100106,Diesel,Automatique,GRIS,5.0,5.0,4.62,Moyen Coffre,4.9,149.0
217,37480,2020,France,01/06/2020,Non requis,Oui,81866,Diesel,Automatique,NOIR,5.0,5.0,4.6,Moyen Coffre,4.9,128.0
218,26530,2023,France,30/07/2023,Non requis,Oui,9063,Essence,Manuelle,Gris,5.0,5.0,4.05,Moyen Coffre,5.3,117.0
219,26620,2023,Importé,17/05/2023,Non requis,Non,12,Hybride essence électrique,Manuelle,blanc,5.0,,,,,
220,19690,2022,France,01/06/2022,Non requis,Oui,81907,Essence,Automatique,gris titanium,5.0,5.0,4.45,Moyen Coffre,6.6,142.0
221,44330,2022,France,03/08/2022,Non requis,Oui,31633,Hybride essence électrique,Automatique,gris foncé metal,5.0,5.0,4.5,Moyen Coffre,,
222,38730,2022,France,07/01/2023,Non requis,Oui,41409,Diesel,Automatique,noir,5.0,5.0,4.38,Moyen Coffre,5.9,157.0
223,42500,2023,France,07/10/2023,Non requis,Non,41780,Essence,Automatique,noir,4.0,5.0,4.71,Grand coffre,6.4,145.0
224,20460,2020,France,12/09/2020,Non requis,Non,31824,Essence,Automatique,bleu metal,5.0,5.0,4.05,Grand coffre,5.2,119.0
225,46270,2023,France,17/01/2024,Non requis,Oui,41635,Hybride essence électrique,Automatique,Daytonagrau Perleffekt,5.0,5.0,4.48,Moyen Coffre,,
226,7000,2008,France,13/07/2008,Requis,Non,141009,Diesel,Manuelle,noir,5.0,5.0,4.0,Grand coffre,3.9,124.0
227,31580,2020,France,10/02/2020,Non requis,Oui,39852,Diesel,Automatique,rouge,4.0,5.0,4.64,Grand coffre,4.9,126.0
228,21730,2019,France,17/08/2019,Requis,Oui,147467,Diesel,Manuelle,blanc verni,4.0,3.0,5.41,,5.9,163.0
229,40770,2024,France,16/02/2024,Non requis,Oui,7950,Essence,Automatique,Rouge,5.0,5.0,4.45,Moyen Coffre,6.8,156.0
230,38230,2024,France,08/07/2024,Non requis,Oui,6844,Essence,Automatique,bleu,4.0,7.0,4.64,Grand coffre,6.6,150.0
231,10160,2010,France,01/03/2010,Requis,Non,79100,Essence,Manuelle,gris metal,5.0,5.0,3.88,Moyen Coffre,6.2,148.0
232,20970,2020,France,21/07/2020,Non requis,Non,35764,Essence,Manuelle,gris foncé,5.0,5.0,4.38,Moyen Coffre,5.4,110.0
233,31780,2023,France,15/08/2023,Non requis,Oui,8714,Essence,Automatique,rouge metal,5.0,5.0,4.15,Petit coffre,5.9,126.0
234,26230,2023,France,27/07/2023,Non requis,Non,14284,Essence,Automatique,platine,5.0,5.0,4.36,Grand coffre,5.7,130.0
235,50410,2023,France,14/04/2023,Non requis,Non,18892,Essence,Automatique,noir,5.0,5.0,4.5,Moyen Coffre,6.8,156.0
236,44500,2021,France,04/03/2021,Non requis,Oui,7757,Hybride essence électrique,Automatique,gris foncé,5.0,5.0,4.48,Moyen Coffre,,
237,20040,2020,France,23/07/2020,Non requis,Non,11391,Essence,Manuelle,orange,5.0,5.0,4.05,Grand coffre,4.4,100.0
238,19450,2022,France,19/04/2022,Non requis,Oui,17350,Essence,Manuelle,blanc,5.0,5.0,4.0,Grand coffre,5.8,123.0
239,25940,2018,France,25/11/2018,Requis,Oui,130155,Diesel,Automatique,blanc,5.0,5.0,4.49,Moyen Coffre,5.1,149.0
240,39200,2024,Importé,28/05/2024,Non requis,Non,12,Hybride essence électrique,Automatique,gris,5.0,,,,,
241,48330,2021,France,07/04/2021,Non requis,Oui,69428,Diesel,Automatique,gris,5.0,5.0,4.72,Grand coffre,4.3,104.0
242,18740,2022,France,06/09/2022,Non requis,Non,37255,Diesel,Manuelle,Gris Pierre de Lune,5.0,5.0,4.22,Moyen Coffre,4.6,120.0
243,21490,2019,France,03/01/2020,Non requis,Non,81540,Hybride essence électrique,Automatique,blanc,5.0,5.0,4.47,Grand coffre,,
244,47970,2022,France,11/03/2022,Non requis,Oui,113602,Diesel,Automatique,noir,5.0,5.0,4.66,Moyen Coffre,6.5,169.0
245,47560,2022,France,26/06/2022,Non requis,Non,62895,Hybride essence électrique,Automatique,bleu,5.0,5.0,4.45,Moyen Coffre,,
246,21780,2020,France,06/10/2020,Non requis,Non,49268,Essence,Manuelle,noir,5.0,5.0,4.64,Moyen Coffre,6.0,136.0
247,17840,2012,France,11/09/2012,Requis,Non,123900,Essence,Automatique,gris metal,4.0,5.0,4.53,Moyen Coffre,7.2,168.0
248,24970,2021,France,28/03/2021,Non requis,Oui,16235,Essence,Manuelle,bleu,5.0,5.0,4.24,Petit coffre,6.7,153.0
249,32480,2018,France,10/01/2019,Requis,Oui,44000,Hybride essence électrique,Automatique,noir metal,5.0,5.0,4.61,Moyen Coffre,,
250,37470,2022,Importé,16/01/2023,Non requis,Non,6976,Hybride essence électrique,Automatique,orange,5.0,,,,,
251,66840,2021,France,13/01/2022,Non requis,Non,43106,Electrique,Automatique,noir metal,5.0,5.0,4.77,,,
252,45560,2020,France,29/11/2020,Non requis,Non,53914,Essence,Automatique,Gris,5.0,5.0,4.31,Moyen Coffre,6.8,148.0
253,12690,2016,France,29/02/2016,Requis,Non,120863,Essence,Manuelle,rouge,5.0,5.0,4.37,Moyen Coffre,6.2,140.0
254,25140,2020,France,17/10/2020,Non requis,Oui,78824,Diesel,Manuelle,blanc,4.0,3.0,4.96,,5.7,157.0
255,99630,2023,Importé,25/09/2023,Non requis,Oui,10289,Essence,Automatique,bleu metal,4.0,5.0,4.79,Grand coffre,10.0,228.0
256,34480,2019,France,05/10/2019,Requis,Non,74161,Diesel,Automatique,gris foncé,5.0,5.0,4.75,Grand coffre,4.7,124.0
257,29380,2020,France,15/01/2021,Non requis,Oui,47317,Essence,Automatique,noir,5.0,5.0,4.45,Moyen Coffre,5.1,109.0
258,22010,2020,France,09/06/2020,Non requis,Non,93930,Essence,Automatique,bleu metal,5.0,5.0,4.36,Grand coffre,5.5,125.0
259,32170,2020,Importé,07/04/2020,Non requis,Oui,115125,Diesel,Automatique,gris foncé,5.0,7.0,,,,147.0
260,16140,2020,France,21/03/2020,Non requis,Oui,93596,Diesel,Automatique,bleu,5.0,5.0,4.12,Moyen Coffre,4.3,113.0
261,35820,2018,France,09/06/2018,Requis,Oui,41791,Diesel,Automatique,noir,5.0,5.0,4.44,Moyen Coffre,4.5,129.0
262,27500,2023,Importé,30/03/2023,Non requis,Non,16579,Essence,Automatique,gris,5.0,,,,,122.0
263,17100,2022,France,28/03/2022,Non requis,Oui,77614,Essence,Manuelle,rouge metal,5.0,5.0,4.21,,,133.0
264,41670,2022,France,02/04/2022,Non requis,Oui,67673,Diesel,Automatique,Noir,5.0,5.0,4.76,Grand coffre,,137.0
265,22380,1990,Importé,03/05/1990,Requis,Oui,168000,Essence,Manuelle,bleu,2.0,,,,,
266,16340,2021,France,24/02/2021,Non requis,Oui,25981,Essence,Manuelle,gris clair,5.0,5.0,4.06,Grand coffre,5.3,118.0
267,344830,2023,France,04/10/2023,Non requis,Non,3969,Essence,Automatique,gris,2.0,2.0,4.46,Petit coffre,13.2,299.0
268,36870,2020,France,03/04/2020,Non requis,Non,72229,Diesel,Automatique,P. Opaque Blanc Banquise,4.0,3.0,4.96,,5.5,144.0
269,68380,2022,France,29/12/2022,Non requis,Oui,34200,Hybride essence électrique,Automatique,noir metal,5.0,5.0,4.75,Moyen Coffre,,
270,96990,2023,France,18/04/2023,Non requis,Non,20018,Hybride essence électrique,Automatique,gris metal,5.0,5.0,4.74,Moyen Coffre,,
271,17860,2021,France,24/08/2021,Non requis,Non,64954,Essence,Manuelle,noir,5.0,5.0,4.25,Grand coffre,4.6,98.0
272,75580,2019,Importé,29/06/2019,Requis,Non,143640,Hybride essence électrique,Automatique,gris,5.0,4.0,5.05,Moyen Coffre,,
273,26930,2024,Importé,24/08/2024,Non requis,Non,11685,Essence,Manuelle,bleu metal,5.0,5.0,4.15,Moyen Coffre,5.3,120.0
274,26890,2019,France,23/08/2019,Requis,Oui,85614,Essence,Automatique,gris metal,5.0,5.0,4.6,Moyen Coffre,5.8,132.0
275,53980,2020,France,13/10/2020,Non requis,Oui,42312,Essence,Automatique,noir,5.0,5.0,4.36,Moyen Coffre,6.9,154.0
276,27260,2020,France,15/06/2020,Non requis,Non,40822,Essence,Automatique,bleu,5.0,5.0,3.98,Grand coffre,5.0,114.0
277,37480,2020,France,04/11/2020,Non requis,Oui,49146,Essence,Automatique,noir,5.0,5.0,4.3,Moyen Coffre,5.4,122.0
278,15860,2023,France,18/01/2024,Non requis,Non,14548,Essence,Manuelle,BLANC BANQUISE,5.0,5.0,4.0,Grand coffre,5.3,122.0
279,27810,2023,France,03/01/2024,Non requis,Oui,45775,Essence,Automatique,gris,5.0,5.0,4.3,Moyen Coffre,5.9,135.0
280,48610,2018,France,24/04/2018,Requis,Oui,115209,Diesel,Automatique,noir,5.0,5.0,4.82,Moyen Coffre,5.9,156.0
281,35380,2020,France,16/10/2020,Non requis,Non,81028,Diesel,Automatique,rouge,5.0,5.0,4.6,Moyen Coffre,4.9,128.0
282,18110,2021,France,12/02/2021,Non requis,Oui,85848,Essence,Manuelle,bleu foncé,5.0,5.0,4.05,Grand coffre,4.4,100.0
283,36150,2020,Importé,05/09/2020,Non requis,Non,47961,Essence,Automatique,Gris,5.0,5.0,4.6,Moyen Coffre,5.6,134.0
284,29680,2024,France,01/04/2024,Non requis,Non,1100,Electrique,Automatique,Noir Perla Nera P. M.,4.0,5.0,4.06,Moyen Coffre,,
285,141480,2012,France,21/04/2012,Requis,Oui,33120,Essence,Automatique,noir metal,2.0,,,,,259.0
286,33530,2024,France,28/02/2024,Non requis,Oui,1,Essence,Automatique,blanc,5.0,5.0,4.37,Grand coffre,5.7,128.0
287,24130,2023,France,29/09/2023,Non requis,Oui,10213,Diesel,Automatique,gris,5.0,5.0,4.36,Moyen Coffre,4.6,121.0
288,17980,2022,France,30/06/2022,Non requis,Oui,49990,Essence,Manuelle,gris,5.0,5.0,4.0,Grand coffre,5.8,124.0
289,40470,2019,Importé,05/03/2019,Requis,Non,72390,Essence,Automatique,blanc metal,5.0,5.0,4.36,Grand coffre,6.2,158.0
290,47480,2024,Importé,20/11/2024,Non requis,Non,13,Essence,Automatique,titane,5.0,,,,,136.0
291,19520,2021,France,22/08/2021,Non requis,Oui,79705,Diesel,Manuelle,gris clair,5.0,5.0,4.34,Moyen Coffre,5.0,129.0
292,50410,2023,France,11/03/2023,Non requis,Oui,12,Diesel,Manuelle,blanc opaque (verni sans reflet),2.0,3.0,5.94,,,265.0
293,42090,2022,France,16/08/2022,Non requis,Oui,48321,Hybride essence électrique,Automatique,Noir,5.0,5.0,4.51,Moyen Coffre,,
294,116430,2022,France,09/05/2022,Non requis,Non,19997,Hybride essence électrique,Automatique,gris anthracite metal,5.0,5.0,4.88,Moyen Coffre,,
295,17210,2019,France,15/06/2019,Requis,Non,94129,Essence,Manuelle,blanc,5.0,5.0,4.16,Moyen Coffre,5.1,112.0
296,104750,2015,Importé,19/07/2015,Requis,Non,56603,Essence,Automatique,argent metal,2.0,4.0,4.49,Petit coffre,6.8,203.0
297,26760,2019,France,31/01/2020,Non requis,Oui,114345,Diesel,Automatique,noir,5.0,7.0,4.64,Grand coffre,4.8,124.0
298,13910,2020,France,18/03/2020,Non requis,Oui,94476,Diesel,Manuelle,orange,5.0,5.0,4.12,Moyen Coffre,4.2,113.0
299,39800,2022,France,28/09/2022,Non requis,Non,24079,Essence,Automatique,gris,5.0,5.0,4.42,Moyen Coffre,6.0,137.0
300,38320,2019,France,23/08/2019,Requis,Non,128736,Diesel,Automatique,blanc,5.0,5.0,4.66,Moyen Coffre,4.7,129.0
301,22580,2022,France,23/06/2022,Non requis,Oui,33490,Essence,Manuelle,gris foncé,5.0,5.0,4.3,Moyen Coffre,5.4,122.0
302,22780,2020,France,20/02/2020,Non requis,Non,55442,Essence,Automatique,gris metal,5.0,5.0,4.41,Moyen Coffre,5.8,132.0
303,24840,2022,France,21/05/2022,Non requis,Non,43280,Essence,Manuelle,noir,5.0,5.0,4.06,Grand coffre,5.3,120.0
304,35070,2018,France,14/05/2018,Requis,Oui,62670,Diesel,Automatique,noir,4.0,5.0,4.73,Grand coffre,3.9,113.0
305,36560,2024,France,12/10/2024,Non requis,Non,8821,Essence,Automatique,blanc,5.0,5.0,4.03,Grand coffre,5.9,133.0
306,24360,2020,France,04/02/2020,Non requis,Non,70285,Essence,Manuelle,blanc,5.0,5.0,4.46,Moyen Coffre,,119.0
307,33570,2023,Importé,28/05/2023,Non requis,Non,5716,Essence,Manuelle,blanc opaque (verni sans reflet),5.0,5.0,4.51,Moyen Coffre,6.5,148.0
308,6650,2007,France,10/01/2008,Requis,Non,83620,Essence,Manuelle,noir metal,5.0,4.0,3.43,Moyen Coffre,4.1,109.0
309,19950,2022,France,24/07/2022,Non requis,Oui,19869,Essence,Automatique,Blanc,5.0,5.0,4.06,Grand coffre,,126.0
310,39330,2023,Importé,06/09/2023,Non requis,Non,27078,Essence,Automatique,bleu,5.0,,,,,145.0
311,50580,2018,France,23/11/2018,Requis,Oui,48319,Diesel,Automatique,gris,5.0,5.0,4.8,Moyen Coffre,5.8,154.0
312,21650,2023,France,11/04/2023,Non requis,Non,17937,Essence,Manuelle,noir,5.0,5.0,4.05,Moyen Coffre,5.1,115.0
313,15560,2016,Importé,05/12/2016,Requis,Non,161280,Diesel,Manuelle,gris foncé verni,5.0,5.0,4.34,Moyen Coffre,3.7,109.0
314,40220,2023,Importé,06/05/2023,Non requis,Non,336,Diesel,Manuelle,blanc metal,4.0,,5.41,,8.5,228.0
315,37060,2023,France,29/05/2023,Non requis,Non,25073,Hybride essence électrique,Automatique,blanc,5.0,5.0,4.4,Petit coffre,,
316,164890,2020,France,17/07/2020,Non requis,Non,21033,Essence,Automatique,jaune,2.0,4.0,4.88,,9.8,331.0
317,18590,2017,France,29/11/2017,Requis,Non,78100,Diesel,Manuelle,noir verni,5.0,5.0,4.48,Moyen Coffre,4.2,119.0
318,23060,2021,France,16/05/2021,Non requis,Non,52915,Essence,Manuelle,BLANC BANQUISE,5.0,5.0,4.16,Moyen Coffre,4.5,102.0
319,19390,2021,France,16/09/2021,Non requis,Non,68521,Essence,Manuelle,gris,5.0,5.0,4.19,Moyen Coffre,,127.0
320,198930,2023,France,08/09/2023,Non requis,Oui,6579,Essence,Automatique,Gris,5.0,5.0,5.0,Grand coffre,12.6,295.0
321,295900,2023,Importé,05/09/2023,Non requis,Oui,22550,Essence,Automatique,gris foncé metal,2.0,4.0,4.66,Moyen Coffre,11.2,255.0
322,12790,2020,France,05/12/2020,Non requis,Oui,95522,Diesel,Manuelle,blanc,5.0,5.0,4.06,,4.0,104.0
323,12090,2017,France,07/04/2017,Requis,Non,115434,Essence,Manuelle,rouge foncé,5.0,5.0,4.25,Petit coffre,5.0,139.0
324,20040,2021,France,26/12/2021,Non requis,Non,23561,Essence,Manuelle,bleu metal,5.0,5.0,4.23,Moyen Coffre,6.2,140.0
325,39220,2021,France,16/10/2021,Non requis,Non,60108,Essence,Automatique,noir,5.0,5.0,4.63,Moyen Coffre,,185.0
326,29570,2020,Importé,12/05/2020,Non requis,Non,73528,Hybride essence électrique,Automatique,gris,5.0,5.0,,,,
327,15910,2019,France,02/07/2019,Requis,Non,106234,Diesel,Manuelle,argent,5.0,5.0,3.99,Grand coffre,3.6,104.0
328,43180,2023,France,08/03/2023,Non requis,Oui,10209,Diesel,Automatique,gris,5.0,5.0,4.21,Moyen Coffre,5.0,137.0
329,73570,2020,Importé,26/01/2021,Non requis,Non,70850,Essence,Automatique,gris anthracite,,4.0,,,,
330,7850,2007,France,01/09/2007,Requis,Non,104060,Essence,Automatique,gris metal,5.0,5.0,4.05,Moyen Coffre,6.7,159.0
331,26580,2021,Importé,09/03/2021,Non requis,Non,78403,Essence,Automatique,noir,5.0,,,,,125.0
332,10690,2015,France,31/05/2015,Requis,Oui,159698,Essence,Manuelle,bleu,5.0,5.0,4.25,Grand coffre,5.4,125.0
333,49160,2022,France,21/01/2023,Non requis,Non,59172,Diesel,Automatique,blanc,5.0,5.0,4.68,Moyen Coffre,5.9,154.0
334,38130,2023,France,10/01/2024,Non requis,Non,11,Hybride essence électrique,Automatique,noir,5.0,5.0,4.57,Moyen Coffre,,
335,106380,2020,France,08/01/2021,Non requis,Non,44800,Hybride essence électrique,Automatique,gris,5.0,5.0,5.05,Moyen Coffre,,
336,32460,2020,Importé,29/03/2020,Non requis,Oui,36628,Diesel,Manuelle,beige,5.0,,,,,125.0
337,45860,2021,France,22/06/2021,Non requis,Non,102750,Hybride essence électrique,Automatique,gris,5.0,5.0,4.6,Moyen Coffre,,
338,23080,2023,France,01/12/2023,Non requis,Oui,36938,Essence,Manuelle,orange metal,5.0,5.0,4.55,Grand coffre,5.6,128.0
339,22870,2022,France,08/03/2022,Non requis,Oui,44577,Essence,Automatique,gris,5.0,5.0,4.21,Moyen Coffre,6.1,138.0
340,35880,2010,France,16/08/2010,Requis,Non,135600,Essence,Automatique,gris foncé verni,5.0,5.0,4.78,,12.1,344.0
341,44580,2020,France,15/06/2020,Non requis,Non,71399,Essence,Automatique,gris clair metal,5.0,5.0,4.69,Moyen Coffre,5.9,161.0
342,30510,2022,France,25/08/2022,Non requis,Non,37928,Essence,Automatique,gris clair,5.0,5.0,4.24,Moyen Coffre,6.0,140.0
343,16290,2017,Importé,12/09/2017,Requis,Non,105262,Essence,Manuelle,noir metal,5.0,5.0,4.26,Grand coffre,3.3,116.0
344,34330,2023,France,03/11/2023,Non requis,Oui,1060,Electrique,Automatique,P. M. Gris Artense,5.0,5.0,4.3,Moyen Coffre,,
345,63740,2021,France,03/03/2021,Non requis,Non,24147,Hybride essence électrique,Automatique,blanc,5.0,5.0,4.66,Moyen Coffre,,
346,44510,2023,Importé,30/11/2023,Non requis,Oui,15203,Diesel,Automatique,argent metal,5.0,5.0,4.48,Moyen Coffre,5.4,141.0
347,39960,2023,France,10/06/2023,Non requis,Oui,13840,Essence,Manuelle,blanc nacre,5.0,7.0,,,6.3,145.0
348,32740,2023,Importé,14/03/2023,Non requis,Non,22242,Essence,Automatique,blanc,,,,,,133.0
349,8030,2014,France,29/12/2014,Requis,Non,195629,Diesel,Manuelle,rouge,5.0,5.0,4.47,Grand coffre,4.6,135.0
350,30720,2019,France,19/09/2019,Requis,Non,106720,Hybride essence électrique,Automatique,noir,5.0,5.0,4.3,Moyen Coffre,,
351,16590,2016,France,06/10/2016,Requis,Non,115250,Diesel,Manuelle,blanc,5.0,5.0,4.16,Petit coffre,3.3,96.0
352,13110,2017,France,18/01/2018,Requis,Non,47250,Essence,Manuelle,gris,5.0,5.0,4.12,Moyen Coffre,4.5,113.0
353,26890,2023,Importé,28/05/2023,Non requis,Non,7212,Essence,Automatique,blanc,5.0,5.0,4.24,Petit coffre,6.8,156.0
354,52210,2024,France,24/04/2024,Non requis,Oui,1,Diesel,Automatique,gris clair,4.0,3.0,4.97,,,228.0
355,16680,2022,France,20/09/2022,Non requis,Oui,69489,Essence,Manuelle,gris,5.0,5.0,4.31,Grand coffre,5.2,132.0
356,52300,2024,France,25/04/2024,Non requis,Oui,14159,Hybride essence électrique,Automatique,blanc,5.0,5.0,4.52,Moyen Coffre,,
357,25350,2023,France,05/04/2023,Non requis,Non,18613,Essence,Manuelle,noir,5.0,5.0,4.23,Moyen Coffre,5.7,132.0
358,12390,2020,France,16/12/2020,Non requis,Non,56922,Diesel,Manuelle,blanc,5.0,2.0,4.06,,4.0,104.0
359,25390,2020,France,11/02/2020,Non requis,Non,86846,Essence,Manuelle,blanc,5.0,5.0,4.52,Moyen Coffre,6.9,170.0
360,37430,2012,France,21/08/2012,Requis,Non,159430,Essence,Automatique,blanc,4.0,5.0,4.87,,9.1,295.0
361,43190,2024,France,24/04/2024,Non requis,Oui,14706,Diesel,Automatique,gris anthracite metal,5.0,5.0,4.32,Grand coffre,4.9,129.0
362,29410,2020,France,07/08/2020,Non requis,Non,117700,Diesel,Automatique,gris anthracite,4.0,5.0,4.71,Moyen Coffre,4.6,120.0
363,30760,2004,France,14/11/2004,Requis,Non,144227,Essence,Manuelle,noir metal,2.0,2.0,4.32,,7.8,255.0
364,43030,2023,France,20/04/2023,Non requis,Oui,3536,Diesel,Automatique,GRIS ARTENSE,5.0,7.0,4.64,Grand coffre,5.6,140.0
365,24270,2020,France,05/04/2020,Non requis,Non,37698,Essence,Automatique,bleu,5.0,5.0,4.26,Petit coffre,6.1,128.0
366,24780,2022,France,01/09/2022,Non requis,Non,25834,Essence,Manuelle,beige,5.0,5.0,4.16,Moyen Coffre,5.9,122.0
367,71880,2022,France,02/10/2022,Non requis,Non,65852,Diesel,Automatique,gris metal,5.0,5.0,4.8,Moyen Coffre,7.1,189.0
368,20380,2021,France,16/08/2021,Non requis,Oui,100388,Diesel,Automatique,BLANC GLACIER,5.0,5.0,4.38,Moyen Coffre,4.8,124.0
369,26930,2020,Importé,02/06/2020,Non requis,Oui,37399,Diesel,Manuelle,marron,5.0,,,,,113.0
370,26440,2022,France,06/06/2022,Non requis,Oui,55117,Hybride essence électrique,Automatique,rouge,5.0,5.0,4.37,,,
371,63220,2021,Importé,26/07/2021,Non requis,Non,15686,Hybride diesel électrique,Automatique,blanc nacre,5.0,5.0,4.37,Moyen Coffre,,
372,29980,2020,France,10/03/2020,Non requis,Oui,74516,Diesel,Automatique,bleu,5.0,5.0,4.44,Moyen Coffre,4.3,112.0
373,29620,2023,France,19/01/2024,Non requis,Oui,34132,Essence,Automatique,blanc,5.0,5.0,4.24,Petit coffre,5.9,135.0
374,26270,2023,France,18/07/2023,Non requis,Oui,20274,Essence,Automatique,orange,5.0,5.0,4.11,Moyen Coffre,6.2,144.0
375,41790,2023,France,18/01/2024,Non requis,Non,29544,Essence,Automatique,blanc,5.0,5.0,4.21,Moyen Coffre,6.1,147.0
376,17680,2021,France,15/03/2021,Non requis,Oui,24682,Essence,Manuelle,noir,5.0,5.0,3.6,Moyen Coffre,,128.0
377,21180,2021,France,28/06/2021,Non requis,Oui,63946,Diesel,Automatique,gris,5.0,5.0,4.45,Moyen Coffre,5.2,129.0
378,77100,2022,France,17/06/2022,Non requis,Oui,10242,Electrique,Automatique,gris,5.0,5.0,4.9,Moyen Coffre,,
379,20320,2021,France,12/01/2022,Non requis,Non,87630,Essence,Manuelle,blanc,5.0,5.0,4.57,Grand coffre,5.7,129.0
380,18300,2021,France,06/06/2021,Non requis,Non,38998,Essence,Manuelle,GRIS FONCE,5.0,5.0,4.16,Petit coffre,5.8,131.0
381,21120,2023,France,18/09/2023,Non requis,Non,17626,Essence,Manuelle,platine,5.0,5.0,4.05,Moyen Coffre,5.1,115.0
382,82150,2019,France,23/01/2020,Non requis,Non,15730,Essence,Automatique,gris foncé,2.0,2.0,4.48,Petit coffre,7.9,179.0
383,18710,2023,Importé,26/11/2023,Non requis,Non,14419,Essence,Manuelle,sable,5.0,,,,,105.0
384,52630,2023,Importé,01/06/2023,Non requis,Non,19264,Diesel,Automatique,bleu,5.0,,,,,105.0
385,41220,2024,Importé,28/12/2024,Non requis,Non,13,Diesel,Manuelle,Gris,5.0,5.0,4.75,Grand coffre,5.5,146.0
386,21770,2021,France,24/02/2021,Non requis,Oui,47375,Essence,Automatique,blanc,5.0,5.0,4.06,Grand coffre,5.8,132.0
387,12960,2019,France,04/12/2019,Non requis,Oui,63220,Essence,Manuelle,blanc,5.0,5.0,4.0,Grand coffre,4.1,109.0
388,39980,2024,Importé,29/06/2024,Non requis,Non,12,Hybride essence électrique,Automatique,gris,5.0,,,,,
389,27350,2015,Importé,10/08/2015,Requis,Non,165179,Essence,Automatique,noir,3.0,5.0,4.24,Moyen Coffre,5.9,159.0
390,22980,2020,Importé,09/05/2020,Non requis,Non,67163,Essence,Manuelle,GRIS CLAIR,5.0,5.0,4.4,Grand coffre,5.5,119.0
391,52410,2022,Importé,15/09/2022,Non requis,Non,10389,Essence,Automatique,noir metal,4.0,5.0,4.78,Grand coffre,6.6,150.0
392,47170,2018,France,11/08/2018,Requis,Non,104060,Diesel,Automatique,gris,5.0,7.0,4.89,Moyen Coffre,5.3,148.0
393,18400,2020,France,13/07/2020,Non requis,Non,53921,Diesel,Manuelle,rouge,5.0,5.0,4.45,Moyen Coffre,4.3,112.0
394,20860,2022,France,18/09/2022,Non requis,Non,25521,Essence,Automatique,noir,5.0,5.0,4.0,Grand coffre,6.0,133.0
